Token Id,Game Lock,Lifecycle,Class,Origin,Birthday,Breeding Points,Attack,Accuracy,Movement Speed,Attack Speed,Defense,Vitality,Resistance,Magic,Mythic,Body,Face,Horn,Hooves,Mane,Tail
5481,Unlocked,Adult,Flower,1,1638700325,7,149,134,260,194,112,142,112,181,,Green Blossom,Shady Sad,Pink Poppy,Brown Meadow,Green Frond,Green Bush
6029,Unlocked,Adult,Crystal,1,1638704886,7,112,145,215,112,144,260,117,174,,Pink Gem,Crystal Anger,Turquoise Spiral,Turquoise Pattern,Turquoise Cascade,Pink Pearl
5770,Unlocked,Adult,Heart,1,1638704390,7,168,123,134,242,151,117,226,123,,Orange Spot,Jazzy Vibes,Violet Fossil,Turquoise Stripe,Pink Braid,Pink Puff
16809,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5997,Unlocked,Adult,Heart,1,1638704018,8,162,128,128,182,165,128,161,128,,Orange Spot,Radiant Joy,Pink Mop,Turquoise Stripe,Violet Braid,Purple Wizard
5852,Unlocked,Adult,Heart,1,1638704468,7,128,112,123,170,195,145,150,128,,Pink Spot,Placid Mask,Pink Mop,Pink Smooth,Pink Braid,Pink Braid
5839,Unlocked,Adult,Flower,1,1638703966,8,130,128,297,237,128,130,112,169,Single Mythic,Brown Oak,Shady Sad,Brown Thorn,Spring Leaf,Fairy Flower,Green Needle
5715,Unlocked,Adult,Candy,1,1638703086,7,154,112,219,123,128,273,210,134,,Red Sprinkles,Sweet Beaming,Strawberry Icecream,Blueberry Swirl,Sweet Treat,Mint Chocolate
6013,Unlocked,Adult,Moon,1,1638705006,7,140,112,169,112,157,163,134,159,,Green Moonrock,Vexed Voltage,Green Eye,Blue Laser,Red Flame,Yellow Crater
5802,Unlocked,Adult,Crystal,1,1638704202,7,128,112,185,117,151,191,151,170,,Pink Stone,Pearly Whites,Pink Tower,Pink Pattern,Turquoise Shine,Purple Shatter
6019,Unlocked,Adult,Moon,1,1638703678,8,123,128,207,123,180,185,117,190,,Blue Laser,Vexed Voltage,Green Eye,Green Moonspot,Green Tentacle,Gray Crater
19617,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5865,Unlocked,Adult,Moon,1,1638703624,8,117,112,287,117,150,170,156,173,,Green Moonrock,Other-Worldly Charm,Silver Orbital,Green Moonspot,Green Tentacle,Orange Moonrock
18487,Unlocked,Egg,Star,0,,,,,,,,,,,,,,,,,
5546,Unlocked,Adult,Cloud,1,1638700301,8,195,140,134,224,123,123,176,140,,Night Rain,Stormy Horizon,Dark Lightning,Thunder Storm,Small Cloud,Golden Sun
5525,Unlocked,Adult,Moon,1,1638700769,7,123,112,173,156,165,136,145,155,,Blue Moonspot,Other-Worldly Charm,Purple Alien,Gray Laser,Gray Crater,Yellow Crater
6007,Unlocked,Adult,Crystal,1,1638702942,7,134,112,217,123,198,285,156,130,,Blue Shatter,Crystal Anger,Red Needle,Pink Pattern,Turquoise Cascade,Turquoise Geode
16755,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
6020,Unlocked,Adult,Cloud,1,1638703680,8,178,175,134,168,123,117,149,112,,Night Ice,Stormy Horizon,Blue Umbrella,Day Rain,Blue Cloud,Golden Sun
16988,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5691,Unlocked,Adult,Candy,1,1638704108,8,163,123,186,112,151,184,191,112,,Blueberry Swirl,Sugary Slyness,Caramel Chocolate,Pink Nougat,Sweet Treat,Colorful Marshmallow
17358,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5824,Unlocked,Adult,Flower,1,1638703454,8,162,112,192,170,112,130,117,169,,Spring Leaf,Fragrant Suave,Pink Pollen,Orange Blossom,Red Frond,Red Bush
5923,Unlocked,Adult,Crystal,1,1638704898,7,134,123,211,128,189,242,123,123,,Pink Shatter,Crystal Anger,Pink Tower,Purple Gem,Turquoise Cascade,Purple Node
5808,Unlocked,Adult,Crystal,1,1638703102,7,123,123,222,134,144,216,112,161,,Pink Shatter,Pearly Whites,Red Needle,Pink Pattern,Pink Spikes,Purple Node
5560,Unlocked,Adult,Crystal,1,1638700829,7,140,112,228,145,208,257,112,142,Single Mythic,Pink Shatter,Pearly Whites,Pink Spiral,Pink Stone,Purple Shine,Dark Crystal
6025,Unlocked,Adult,Heart,1,1638704258,8,136,112,140,185,151,112,187,123,,Turquoise Stripe,Placid Mask,Green Mop,Lavender Smooth,Orange Cowlick,Purple Plushy
6003,Unlocked,Adult,Heart,1,1638704282,7,142,134,145,156,151,117,159,123,,Lavender Smooth,Placid Mask,Red Fossil,Lavender Smooth,Purple Frame,Pink Braid
5674,Unlocked,Adult,Heart,1,1638704338,7,148,112,123,246,218,123,208,112,Single Mythic,Ultimate Princess,Placid Mask,Yellow Rune,Green Bow,Purple Frame,Green Wizard
5465,Unlocked,Adult,Flower,1,1638700955,7,162,117,191,151,112,192,140,131,,Orange Blossom,Blossoming Smile,Red Oak,Orange Blossom,Brown Bark,Red Bloom
5569,Unlocked,Adult,Crystal,1,1638700191,7,123,140,161,128,187,223,123,170,,Pink Pattern,Stony Indifference,Turquoise Spiral,Purple Shatter,Purple Shine,Turquoise Geode
5944,Unlocked,Adult,Candy,1,1638704852,7,163,128,206,123,112,204,158,112,,Caramel Nougat,Sweet Smugness,Mint Chocolate,Mint Chocolate,Caramel Chocolate,Caramel Chocolate
6033,Unlocked,Adult,Candy,1,1638704802,7,153,117,158,112,112,211,226,128,Single Mythic,Caramel Nougat,Sweet Beaming,Strawberry Chocolate,Gummy Bear,Strawberry Chocolate,Strawberry Chocolate
5716,Unlocked,Adult,Heart,1,1638704510,7,174,123,112,232,194,123,218,117,Single Mythic,Ultimate Princess,Jazzy Vibes,Pink Mop,Green Bow,Violet Braid,Green Wizard
20201,Unlocked,Egg,Omnom,0,,,,,,,,,,,,,,,,,
16710,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5479,Unlocked,Adult,Flower,1,1638700221,7,170,145,195,158,112,142,123,141,,Brown Meadow,Blossoming Smile,Yellow Thorn,Spring Leaf,Green Blade,Green Leaf
18152,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5767,Unlocked,Adult,Candy,1,1638703484,8,206,112,207,134,134,247,151,123,,Red Sprinkles,Glazed Smooth,Graham Cracker,Pink Nougat,Chocolate Bar,Graham Cracker
16708,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5667,Unlocked,Adult,Heart,1,1638703134,7,142,123,117,254,230,128,198,112,,Green Bow,Radiant Joy,Yellow Whisp,Pink Bow,Pink Braid,Red Plushy
17253,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
19571,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5661,Unlocked,Adult,Flower,1,1638703958,8,136,112,232,194,140,124,123,139,,Green Oak,Stout Determined,Pink Pollen,Green Oak,Pink Vine,Red Leaf
5943,Unlocked,Adult,Moon,1,1638704602,7,134,145,226,112,171,170,128,177,,Orange Moonrock,Blasting Boldness,Green Alien,Blue Moonrock,Yellow Moonrock,Silver Antenna
5740,Unlocked,Adult,Heart,1,1638704810,7,186,117,123,265,138,117,214,123,,Pink Bow,Haughty Huff,Yellow Whisp,Orange Spot,Violet Braid,Orange Puff
5812,Unlocked,Adult,Flower,1,1638704040,8,142,128,191,163,128,130,117,183,,Green Meadow,Stout Determined,Yellow Thorn,Red Oak,Brown Bark,Green Bush
5642,Unlocked,Adult,Flower,1,1638702930,7,155,128,228,178,123,124,117,174,,Spring Leaf,Stout Determined,Pink Pollen,Autumn Leaf,Pink Vine,Green Leaf
20222,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5758,Unlocked,Adult,Crystal,1,1638703842,8,123,134,169,123,162,262,128,142,,Pink Shatter,Crystal Anger,Pink Tower,Blue Shatter,Purple Shine,Purple Node
5514,Unlocked,Adult,Heart,1,1638700797,7,130,112,140,267,176,123,185,117,,Pink Spot,Haughty Huff,Pink Mop,Green Bow,Adorbs Braid,Violet Braid
5416,Unlocked,Adult,Cloud,1,1638699907,7,227,140,140,181,134,123,155,112,,Day Rain,Sunny Skies,Blue Umbrella,Night Ice,Blue Cloud,Blue Cloud
5979,Unlocked,Adult,Cloud,1,1638704002,8,213,173,112,165,123,128,183,128,,Night Rain,Stormy Horizon,Dark Lightning,Night Ice,Shatter Ice,Shatter Ice
5520,Unlocked,Adult,Heart,1,1638700439,7,136,112,140,196,186,112,169,117,,Pink Smooth,Haughty Huff,Yellow Rune,Pink Stripe,Pink Braid,Purple Plushy
5834,Unlocked,Adult,Flower,1,1638704826,7,170,128,264,217,112,155,117,153,,Spring Leaf,Shady Sad,Green Oak,Spring Leaf,Brown Bark,Green Bush
5473,Unlocked,Adult,Crystal,1,1638700313,7,128,128,207,112,150,227,123,177,Single Mythic,Pink Pattern,Polished Grin,Red Needle,Blue Shatter,Turquoise Cascade,Dark Crystal
19607,Unlocked,Egg,Omnom,0,,,,,,,,,,,,,,,,,
5542,Unlocked,Adult,Heart,1,1638700889,7,168,134,128,146,158,140,180,112,,Pink Stripe,Radiant Joy,Green Mop,Turquoise Stripe,Pink Braid,Purple Plushy
5772,Unlocked,Adult,Heart,1,1638704398,7,156,140,117,202,145,123,164,128,,Pink Smooth,Haughty Huff,Green Mop,Pink Spot,Purple Frame,Purple Wizard
19581,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5448,Unlocked,Adult,Crystal,1,1638700789,7,123,134,208,117,210,223,117,117,,Purple Stone,Stony Indifference,Pink Spiral,Pink Pattern,Purple Shine,Turquoise Geode
5523,Unlocked,Adult,Moon,1,1638700765,7,112,123,230,112,202,180,123,241,,Orange Moonrock,Vexed Voltage,Silver Orbital,Gray Laser,Red Flame,Gray Crater
5708,Unlocked,Adult,Candy,1,1638703802,8,161,134,166,134,128,172,156,123,,Mint Chocolate,Glazed Smooth,Caramel Chocolate,Caramel Chocolate,Graham Cracker,Caramel Chocolate
5924,Unlocked,Adult,Candy,1,1638704902,7,130,151,183,123,112,245,156,123,Single Mythic,Gummy Bear,Sweet Beaming,Caramel Chocolate,Blue Licorice,Strawberry Whip,Mint Chocolate
5461,Unlocked,Adult,Cloud,1,1638700131,7,242,218,128,201,117,112,136,123,Single Mythic,Thunder Storm,Sunny Skies,Golden Sun,Night Ice,Small Cloud,Thunder God
5598,Unlocked,Adult,Candy,1,1638700425,7,170,117,191,112,134,264,213,123,Single Mythic,Pink Sprinkles,Sweet Beaming,Graham Cracker,Caramel Nougat,Caramel Chocolate,Gummy Bear
16658,Unlocked,Baby,Candy,0,0,0,118,108,147,94,131,187,135,117,,Caramel Chocolate,Glazed Smooth,Mint Chocolate,Mint Chocolate,Chocolate Bar,Colorful Marshmallow
5497,Unlocked,Adult,Moon,1,1638700357,7,123,140,167,117,150,142,117,191,,Turquoise Laser,Cosmic Cheer,Bronze Antenna,Blue Moonspot,Yellow Crater,Bronze Antenna
20243,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5494,Unlocked,Adult,Crystal,1,1638700557,7,117,112,159,134,187,199,117,148,,Pink Gem,Polished Grin,Purple Needle,Purple Gem,Turquoise Shale,Purple Shatter
5687,Unlocked,Adult,Cloud,1,1638703178,7,220,227,123,192,128,112,136,112,,Night Ice,Stormy Horizon,Fragmented Ice,Night Ice,Spikey Ice,Dark Cloud
5476,Unlocked,Adult,Cloud,1,1638700997,7,212,189,117,199,117,123,160,117,,Day Ice,Dumping Raincloud,Blue Umbrella,Night Ice,White Cloud,Shatter Ice
16659,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5454,Unlocked,Adult,Crystal,1,1638700111,7,123,117,194,117,144,218,128,185,,Pink Pattern,Pearly Whites,Pink Tower,Purple Stone,Turquoise Cascade,Turquoise Node
17262,Unlocked,Baby,Cloud,0,0,0,156,158,103,123,112,108,108,103,,Night Rain,Sunny Skies,Solid Ice,Day Rain,Small Cloud,Spikey Ice
5467,Unlocked,Adult,Cloud,1,1638700845,7,213,174,117,181,123,112,224,117,,Bright Lightning,Dumping Raincloud,Bright Lightning,Day Rain,White Cloud,Spikey Ice
5706,Unlocked,Adult,Candy,1,1638704456,7,149,134,158,140,112,197,201,112,,Caramel Nougat,Sugary Slyness,Chocolate Bar,Caramel Chocolate,Strawberry Chocolate,Pink Whip
5874,Unlocked,Adult,Heart,1,1638704274,7,168,123,112,242,180,117,199,140,,Pink Smooth,Jazzy Vibes,Pink Mop,Pink Stripe,Pink Frame,Orange Puff
19287,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5844,Unlocked,Adult,Candy,1,1638704486,7,149,112,196,112,112,250,179,134,,Pink Nougat,Sweet Smugness,Caramel Chocolate,Caramel Chocolate,Sweet Treat,Chocolate Bar
5871,Unlocked,Adult,Crystal,1,1638704190,7,151,128,198,112,163,227,117,124,,Purple Stone,Polished Grin,Turquoise Tower,Pink Pattern,Turquoise Shale,Purple Node
20230,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5439,Unlocked,Adult,Candy,1,1638700963,7,149,112,213,128,117,275,226,112,,Caramel Chocolate,Glazed Smooth,Chocolate Icecream,Caramel Chocolate,Strawberry Chocolate,Chocolate Bar
16768,Unlocked,Baby,Crystal,0,0,0,98,108,102,112,137,121,112,117,,Turquoise Pattern,Crystal Anger,Turquoise Tower,Purple Stone,Turquoise Shine,Pink Shatter
5750,Unlocked,Adult,Flower,1,1638704826,7,170,112,230,151,112,149,123,152,,Spring Leaf,Fragrant Suave,Yellow Thorn,Red Oak,Green Blade,Red Bush
5787,Unlocked,Adult,Candy,1,1638703728,8,170,112,188,128,123,220,210,112,,Pink Nougat,Sweet Beaming,Mint Chocolate,Caramel Chocolate,Sweet Treat,Pink Whip
5678,Unlocked,Adult,Crystal,1,1638704828,7,117,123,173,112,138,218,123,214,,Pink Pattern,Pearly Whites,Pink Tower,Purple Stone,Turquoise Shine,Pink Pearl
5974,Unlocked,Adult,Crystal,1,1638702994,7,134,112,211,117,144,266,112,155,,Pink Shatter,Pearly Whites,Turquoise Spiral,Night Gem,Pink Spikes,Pink Pearl
17338,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5585,Unlocked,Adult,Candy,1,1638700821,7,130,156,193,128,128,198,180,117,Single Mythic,Pink Sprinkles,Gummy Bear,Chocolate Bar,Pink Nougat,Chocolate Bar,Colorful Marshmallow
5784,Unlocked,Adult,Cloud,1,1638703142,7,214,255,112,175,123,117,156,117,,Night Rain,Dumping Raincloud,Blue Umbrella,Bright Lightning,Shatter Ice,White Cloud
16777,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5951,Unlocked,Adult,Flower,1,1638703988,8,156,112,257,191,123,163,128,168,,Autumn Leaf,Stout Determined,Brown Thorn,Red Oak,Brown Bark,Pink Bloom
6042,Unlocked,Adult,Flower,1,1638704610,7,170,117,204,151,123,136,151,129,,Orange Blossom,Shady Sad,Red Oak,Orange Blossom,Green Blade,Red Bloom
5566,Unlocked,Adult,Heart,1,1638700457,7,118,134,112,202,162,123,211,145,,Pink Bow,Radiant Joy,Green Mop,Green Bow,Adorbs Braid,Purple Plushy
19545,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
19679,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5589,Unlocked,Adult,Heart,1,1638700469,7,215,128,128,190,132,117,208,123,,Pink Bow,Jazzy Vibes,Violet Rune,Orange Spot,Violet Braid,Purple Wizard
16657,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5680,Unlocked,Adult,Heart,1,1638704562,7,136,117,117,212,202,128,228,112,,Pink Spot,Radiant Joy,Green Mop,Pink Bow,Sunny Braid,Violet Braid
5723,Unlocked,Adult,Crystal,1,1638704618,7,128,112,192,112,150,268,112,177,,Pink Gem,Crystal Anger,Purple Needle,Pink Pattern,Pink Shale,Turqoise Pearl
16788,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
6046,Unlocked,Adult,Candy,1,1638703468,7,143,112,188,140,134,240,144,140,,Caramel Chocolate,Glazed Smooth,Caramel Chocolate,Pink Sprinkles,Colorful Marshmallow,Chocolate Bar
5946,Unlocked,Adult,Moon,1,1638704860,7,123,134,270,112,186,168,117,229,,Red Laser,Blasting Boldness,Green Eye,Gray Moonrock,Blue Flame,Green Moonrock
5690,Unlocked,Adult,Flower,1,1638704106,7,118,128,201,210,134,123,128,193,,Autumn Leaf,Blossoming Smile,Green Oak,Green Oak,Green Blade,Green Leaf
5850,Unlocked,Adult,Flower,1,1638704250,7,149,112,215,151,128,130,156,166,,Green Oak,Fragrant Suave,Green Oak,Autumn Leaf,Red Frond,Green Leaf
19251,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5580,Unlocked,Adult,Heart,1,1638700857,7,184,112,145,250,180,117,225,123,,Pink Spot,Jazzy Vibes,Pink Mop,Green Bow,Sunny Braid,Pink Braid
5536,Unlocked,Adult,Moon,1,1638700501,7,117,123,262,112,158,160,140,217,Single Mythic,Blue Laser,Blasting Boldness,Bronze Orbital,Dark Comet,Green Tentacle,Silver Antenna
14599,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
19534,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5612,Unlocked,Adult,Crystal,1,1638700777,7,145,117,152,123,144,161,162,134,,Pink Stone,Crystal Anger,Turquoise Node,Purple Shatter,Turquoise Shine,Purple Node
5800,Unlocked,Adult,Heart,1,1638704198,7,129,112,140,197,179,112,148,117,,Turquoise Stripe,Haughty Huff,Pink Whisp,Lavender Smooth,Orange Cowlick,Violet Braid
19551,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5544,Unlocked,Adult,Heart,1,1638700293,7,112,140,117,215,172,123,159,128,,Pink Bow,Haughty Huff,Violet Fossil,Pink Bow,Pink Frame,Pink Braid
5604,Unlocked,Adult,Candy,1,1638700095,7,173,112,159,123,128,207,144,123,,Pink Chocolate,Sweet Beaming,Chocolate Bar,Mint Chocolate,Colorful Marshmallow,Chocolate Bar
5609,Unlocked,Adult,Heart,1,1638700879,7,140,112,112,222,243,112,174,117,,Pink Bow,Placid Mask,Red Fossil,Pink Smooth,Adorbs Braid,Pink Puff
5964,Unlocked,Adult,Heart,1,1638704338,7,182,112,112,276,168,112,263,123,,Pink Bow,Haughty Huff,Pink Whisp,Green Bow,Purple Frame,Violet Braid
19295,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
19254,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5707,Unlocked,Adult,Crystal,1,1638703796,8,140,128,196,112,187,210,112,191,,Pink Shatter,Stony Indifference,Turquoise Spiral,Night Gem,Purple Shine,Purple Node
5537,Unlocked,Adult,Cloud,1,1638700503,7,156,153,134,199,117,128,124,112,,Fluffy Snow,Fluffy Smile,Snowman Carrot,Thunder Storm,Spikey Ice,Shatter Ice
5466,Unlocked,Adult,Crystal,1,1638700841,7,112,140,162,117,151,221,123,130,,Pink Pattern,Polished Grin,Turquoise Spiral,Purple Shatter,Turquoise Shale,Pink Pearl
19561,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5503,Unlocked,Adult,Flower,1,1638700385,7,136,112,233,241,134,142,112,177,Single Mythic,Green Meadow,Fragrant Suave,Pink Poppy,Fairy Flower,Brown Bark,Yellow Needle
5472,Unlocked,Adult,Heart,1,1638700309,7,176,117,128,273,150,117,222,117,,Lavender Smooth,Radiant Joy,Pink Mop,Pink Bow,Orange Cowlick,Pink Braid
5456,Unlocked,Adult,Heart,1,1638700117,7,154,112,128,214,150,112,241,140,,Orange Spot,Jazzy Vibes,Pink Whisp,Pink Spot,Pink Braid,Violet Braid
5605,Unlocked,Adult,Cloud,1,1638700097,7,204,174,123,201,128,123,142,123,,Night Ice,Fluffy Smile,Golden Sun,Night Rain,Gray Cloud,Golden Sun
5860,Unlocked,Adult,Cloud,1,1638703244,7,176,175,123,180,112,134,153,128,,Fluffy Snow,Sunny Skies,Solid Ice,Night Ice,Blue Cloud,Dark Cloud
5862,Unlocked,Adult,Cloud,1,1638703246,7,160,168,117,154,134,145,123,128,,Day Rain,Stormy Horizon,Dark Lightning,Day Rain,White Cloud,Shatter Ice
5942,Unlocked,Adult,Moon,1,1638704602,7,112,134,264,128,168,199,117,233,,Blue Moonspot,Other-Worldly Charm,Green Alien,Red Laser,Blue Flame,Gray Crater
5568,Unlocked,Adult,Cloud,1,1638700185,7,204,212,145,149,123,145,112,112,,Day Rain,Stormy Horizon,Yellow Umbrella,Thunder Storm,Dark Cloud,Dark Cloud
6051,Unlocked,Adult,Candy,1,1638703878,8,149,123,205,117,123,237,168,134,,Red Sprinkles,Glazed Smooth,Chocolate Bar,Yellow Sprinkles,Mint Chocolate,Mint Chocolate
5829,Unlocked,Adult,Heart,1,1638703596,8,136,128,134,258,144,112,203,112,,Pink Spot,Haughty Huff,Violet Rune,Pink Bow,Orange Cowlick,Red Plushy
5965,Unlocked,Adult,Cloud,1,1638703316,8,198,140,134,183,112,151,169,123,,Day Ice,Fluffy Smile,Dark Lightning,Bright Lightning,Spikey Ice,Golden Sun
20232,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
19598,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
19291,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5861,Unlocked,Adult,Flower,1,1638703244,7,149,112,260,180,123,149,112,137,,Spring Leaf,Fragrant Suave,Green Oak,Green Oak,Green Blade,Yellow Needle
5955,Unlocked,Adult,Heart,1,1638703926,8,170,145,123,240,132,117,157,123,,Pink Smooth,Jazzy Vibes,Yellow Rune,Pink Stripe,Purple Frame,Purple Wizard
19321,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5734,Unlocked,Adult,Candy,1,1638704630,7,156,134,180,112,145,204,172,112,,Caramel Nougat,Sugary Slyness,Graham Cracker,Yellow Sprinkles,Graham Cracker,Strawberry Chocolate
5882,Unlocked,Adult,Heart,1,1638704090,7,170,117,117,268,172,112,167,117,,Turquoise Stripe,Haughty Huff,Violet Rune,Pink Stripe,Purple Frame,Orange Puff
19582,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5841,Unlocked,Adult,Moon,1,1638703972,8,123,140,236,123,182,161,156,195,Single Mythic,Dark Comet,Blasting Boldness,Silver Orbital,Turquoise Laser,Blue Flame,Bronze Antenna
5743,Unlocked,Adult,Cloud,1,1638703708,7,189,167,128,201,112,112,162,128,,Ground Storm,Fluffy Smile,Dark Lightning,Day Rain,White Cloud,Shatter Ice
5798,Unlocked,Adult,Moon,1,1638704174,8,112,112,225,112,218,162,117,174,,Blue Laser,Blasting Boldness,Bronze Antenna,Green Moonspot,Green Moonrock,Blue Tentacle
6010,Unlocked,Adult,Flower,1,1638704958,7,123,112,251,201,134,123,112,186,,Spring Leaf,Stout Determined,Pink Poppy,Green Oak,Green Blade,Green Leaf
5735,Unlocked,Adult,Heart,1,1638704634,7,180,112,123,244,165,123,226,112,Single Mythic,Pink Bow,Jazzy Vibes,Red Fossil,Pink Smooth,Violet Braid,Ultimate Princess
5658,Unlocked,Adult,Moon,1,1638704822,7,128,128,211,123,158,149,123,195,,Red Laser,Other-Worldly Charm,Green Eye,Blue Laser,Blue Flame,Gray Crater
19538,Unlocked,Baby,Heart,0,0,0,112,108,112,156,120,94,139,103,,Orange Spot,Placid Mask,Pink Mop,Orange Spot,Pink Braid,Red Plushy
5561,Unlocked,Adult,Moon,1,1638700835,7,112,117,187,151,165,130,123,178,,Green Laser,Cosmic Cheer,Green Alien,Red Laser,Yellow Moonrock,Bronze Antenna
5952,Unlocked,Adult,Cloud,1,1638703990,8,212,221,123,162,117,123,112,134,,Fluffy Snow,Stormy Horizon,Blue Umbrella,Night Ice,White Cloud,Shatter Ice
5558,Unlocked,Adult,Crystal,1,1638701015,8,112,123,190,112,165,228,112,177,,Pink Shatter,Stony Indifference,Purple Node,Turquoise Pattern,Turquoise Shale,Turquoise Node
5736,Unlocked,Adult,Moon,1,1638704634,7,117,123,179,117,165,149,134,178,,Orange Moonrock,Cosmic Cheer,Silver Antenna,Red Laser,Yellow Crater,Green Moonrock
5982,Unlocked,Adult,Cloud,1,1638703198,7,225,152,140,224,112,128,143,117,,Day Rain,Stormy Horizon,Fragmented Ice,Night Rain,Golden Sun,Blue Cloud
5898,Unlocked,Adult,Flower,1,1638703894,8,149,123,189,202,134,156,112,137,,Brown Meadow,Shady Sad,Pink Poppy,Orange Blossom,Brown Bark,Pink Bloom
17908,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5749,Unlocked,Adult,Candy,1,1638704826,7,176,123,240,128,123,220,150,117,,Pink Chocolate,Glazed Smooth,Strawberry Chocolate,Pink Sprinkles,Graham Cracker,Strawberry Chocolate
13871,Unlocked,Baby,Flower,0,0,0,130,108,155,128,94,120,108,132,,Autumn Leaf,Fragrant Suave,Green Poppy,Autumn Leaf,Yellow Blade,Green Bush
5606,Unlocked,Adult,Moon,1,1638700101,7,123,117,261,112,163,183,123,165,,Turquoise Moonspot,Blasting Boldness,Green Alien,Red Laser,Yellow Crater,Bronze Antenna
17291,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
19550,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
6012,Unlocked,Adult,Moon,1,1638704966,7,117,134,225,112,158,177,134,192,,Turquoise Moonspot,Other-Worldly Charm,Green Eye,Red Laser,Blue Tentacle,Silver Antenna
5987,Unlocked,Adult,Flower,1,1638704586,7,155,134,209,156,140,130,117,169,,Brown Meadow,Fragrant Suave,Green Oak,Red Oak,Red Vine,Red Bloom
5739,Unlocked,Adult,Candy,1,1638704980,8,185,117,160,145,112,197,138,117,,Pink Nougat,Glazed Smooth,Strawberry Chocolate,Pink Nougat,Caramel Chocolate,Strawberry Chocolate
5781,Unlocked,Adult,Crystal,1,1638703054,8,140,134,179,112,162,215,140,136,Single Mythic,Pink Gem,Pearly Whites,Turquoise Node,Blue Shatter,Dark Crystal,Purple Node
5577,Unlocked,Adult,Candy,1,1638700247,7,156,123,205,134,117,250,186,112,Single Mythic,Pink Nougat,Sweet Beaming,Chocolate Bar,Pink Nougat,Gummy Bear,Chocolate Bar
5447,Unlocked,Adult,Moon,1,1638700753,7,134,117,217,123,165,155,123,224,,Red Laser,Blasting Boldness,Bronze Antenna,Gray Laser,Green Moonrock,Gray Crater
5916,Unlocked,Adult,Heart,1,1638703790,8,142,123,128,239,170,128,201,112,,Pink Bow,Haughty Huff,Yellow Rune,Green Bow,Pink Frame,Pink Puff
6030,Unlocked,Adult,Candy,1,1638704890,7,162,128,185,117,117,171,145,117,,Blueberry Swirl,Glazed Smooth,Graham Cracker,Yellow Sprinkles,Mint Chocolate,Strawberry Chocolate
5578,Unlocked,Adult,Cloud,1,1638700251,7,237,159,123,224,128,112,148,128,,Night Ice,Fluffy Smile,Solid Ice,Bright Lightning,Small Cloud,Spikey Ice
5639,Unlocked,Adult,Candy,1,1638703562,8,170,112,183,145,112,170,165,123,,Caramel Chocolate,Glazed Smooth,Caramel Chocolate,Caramel Nougat,Chocolate Bar,Caramel Chocolate
5728,Unlocked,Adult,Moon,1,1638705018,7,117,151,246,123,191,163,117,192,,Turquoise Laser,Other-Worldly Charm,Green Alien,Red Laser,Blue Flame,Green Tentacle
20226,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5799,Unlocked,Adult,Heart,1,1638704178,7,148,117,123,253,200,123,236,117,,Green Bow,Radiant Joy,Violet Rune,Pink Smooth,Adorbs Braid,Purple Plushy
19242,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
